text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,statusSource,screenName,retweetCount,isRetweet,retweeted
"#demonetization #Modi
*MIND BLOWING RESPONSE FROM INTERNATIONAL MEDIA TO DEMONETIZATION! IT WILL SHUT THE MOUTH... https://t.co/CLSHRqvYh1",False,0,,11/22/2016 19:21,False,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",wedoindia,0,False,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 19:20,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",PoliTrick_,132,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 19:17,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dipsticktest,132,True,False
RT @aartic02: A World Economist is Rubbishing #Demonetization in India and mind it he doesn't have to score Brownie Points in Indian Politi…,False,0,,11/22/2016 19:17,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MAlimPatel1,221,True,False
@dna sir why u n all #aaptards are hell-bent these days 2 demonize the government’s move on #demonetization.plz emphasize on #delhi problems,False,2,dna,11/22/2016 19:16,False,8.01138e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mansi2905,0,False,False
"RT @SinhaPune: Praises over #demonetization from international fraternity tells one thing. <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> #oppositionxposed 

@iSirArnab @hindustanse @T…",False,0,,11/22/2016 19:15,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NaMoKsath,225,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 19:15,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bharatiyasevak,132,True,False
There goes the claim that #demonetization will stop fake notes and/or cripple terrorist funding. https://t.co/Q6E3cVZlux,False,0,,11/22/2016 19:13,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",roynosaurus,0,False,False
Does @ArvindKejriwal spend more time on finding and retweeting tweets against #demonetization than on his duties as a chief minister?,False,1,,11/22/2016 19:11,False,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",Nikhilrgupta,1,False,False
Advocate J. Aslam Basha Press Meet On #Demonetization https://t.co/wmLtKNR0ES via @jab9777 @YouTube,False,2,,11/22/2016 19:11,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kmfameen,2,False,False
"RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetization?

Or is it just PR drama? https://t.c…",False,0,,11/22/2016 19:10,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",nehapunjab,147,True,False
RT @CMOMaharashtra: One of the greatest computer scientists Dr. Vijay Bhatkar's views on #demonetization decision by Hon PM @narendramodi h…,False,0,,11/22/2016 19:09,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bharat_desh,375,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 19:08,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bhati_yash,132,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 19:07,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nazrah,132,True,False
"Even the noblest intentions get flipped in #India #RBI acknowledges fraud by bank officials in #demonetization drive
https://t.co/OCNMhR2K3n",False,0,,11/22/2016 19:06,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",Mr_YoKa_,0,False,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 19:04,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rahulj_09,132,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 19:03,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",srikantasingh,331,True,False
"RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…",False,0,,11/22/2016 19:03,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dilse_desi,1868,True,False
#demonetization No matter what is the situation; think what good YOU can do!,False,0,,11/22/2016 19:02,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pawanmusale,0,False,False
"RT @godavar: So, a story that tells you the flipside of the digital revolution @Paytm and #Demonetization are busy celebrating. My phone go…",False,0,,11/22/2016 19:02,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pri1us,10,True,False
RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,False,0,,11/22/2016 18:59,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AtheistDevil,1158,True,False
@RNTata2000 #demonetization had honest objective with terrible terrible planning and execution.,False,0,RNTata2000,11/22/2016 18:58,False,8.01081e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RohitKhendkar,0,False,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:57,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",drkeza,132,True,False
RT @CMOMaharashtra: One of the greatest computer scientists Dr. Vijay Bhatkar's views on #demonetization decision by Hon PM @narendramodi h…,False,0,,11/22/2016 18:56,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",comonuman,375,True,False
"“If they don’t have cash, let them use credit cards” @Sharmistha_GK quotes Antoinette on #demonetization. Brilliant! https://t.co/4Gxs7n8pbm",False,0,,11/22/2016 18:54,False,,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",ankitjain2191,0,False,False
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",False,0,,11/22/2016 18:53,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",impthk,954,True,False
"I hope few who is too much in inconvenience with Govt's move on #demonetization,  can rewind their memory... https://t.co/mcT6uLDhrC",False,0,,11/22/2016 18:53,False,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",3dipkumar,0,False,False
"RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization 
People of Bengal has answered you. LOL Salaam. https://t.…",False,0,,11/22/2016 18:51,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",srajorakgp,19,True,False
"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@Ram_Guha",False,0,,11/22/2016 18:49,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmiKanu,0,False,False
"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@shekharkapur",False,0,,11/22/2016 18:49,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmiKanu,0,False,False
"#Demonetization is only thing which taught me a lesson of minimalism
Needful stuffs But More Happiness ! Thank you PM Modi @PMOIndia",False,1,,11/22/2016 18:49,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Dineshsuthar88,0,False,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:48,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mansoor05026046,132,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:47,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",sehgal_indian,132,True,False
Finally gathered courage to stand in queue....line lambi hai...countdown starts......20........<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> #demonetization #noteban,False,0,,11/22/2016 18:47,False,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",bobgan99,0,False,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:47,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gyansr,132,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:46,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Gurpreetjhand,132,True,False
RT @CMOMaharashtra: @mandybedi on Hon PM @narendramodi 's #demonetization decision ... https://t.co/j74RkdZRTO,False,0,,11/22/2016 18:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rishi_matrix,144,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:46,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dilip_boghani,132,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:45,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dhirend16266090,331,True,False
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",False,0,,11/22/2016 18:45,False,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",ceekayv,954,True,False
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,False,0,,11/22/2016 18:44,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashishretweeter,120,True,False
"RT @ashu3page: Man ends life over fund shortage ahead of daughter’s wedding in Gujarat. #Demonetization 
https://t.co/DGAI5cf05y 
https://t…",False,0,,11/22/2016 18:44,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bharat_builder,132,True,False
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",False,0,,11/22/2016 18:42,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",satishgovindwar,954,True,False
Am getting signals that RSS not happy with #Demonetization .Any info in this regard ?,False,0,,11/22/2016 18:41,False,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Kishlaysharma,0,False,False
This is a terrible implementation. Every ATM runs out of cash pretty early and is only able to serve 40-50 people. #Horrific #Demonetization,False,0,,11/22/2016 18:39,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",haseebquadri,0,False,False
"RT @OnestlyBrutal: If this doesn't invite the criticism for the governmen't step, then what will? #Demonetization was a risky Idea, very po…",False,0,,11/22/2016 18:39,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SakshamSobti,1,True,False
"already feeling benefits of #demonetization:
1. money lasts longer
2. rickshaws don't say no any more
3. i'm walking more and snacking less",False,0,,11/22/2016 18:37,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",krist0ph3r,1,False,False
"RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetization?

Or is it just PR drama? https://t.c…",False,0,,11/22/2016 18:36,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",rambabu_14,147,True,False
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",False,0,,11/22/2016 18:35,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AshishA21953185,954,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:35,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",geetv79,331,True,False
Even the BJP leaders say #demonetization is just one step to curb black money. More loyal than the king? https://t.co/e4ZLnSoNFs,False,0,,11/22/2016 18:33,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bhuwanmpandey,0,False,False
RT @kanimozhi: India will get windfall profit of whooping 4 Lakh crores in 30 days due to #demonetization Why people like AK Pappu &amp; Mamata…,False,0,,11/22/2016 18:32,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ganesh2k5,105,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:32,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ahmed_sf,331,True,False
You either die a hungry man or stand in line long enough to see the cash run out. #demonetization,False,1,,11/22/2016 18:31,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TuMidShotLe,0,False,False
How #Modiji be responsible for deaths of people standing in line for #Demonetization as these Banks &amp; ATMs were setup during #Congress rule?,False,0,,11/22/2016 18:30,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",manishbpl1,0,False,False
"RT @tjain2016: @narendramodi <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> I'm with you, 
#Demonetization was a good decision against Corruption, but why it was not planned and execut…",False,0,,11/22/2016 18:29,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",iSirArnab,27,True,False
"RT @ShirishKunder: ""Minor inconvenience"" for ""major convenience"" of Vijay Mallya and friends. #demonetization https://t.co/4RMD7Fpfaw",False,0,,11/22/2016 18:29,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",trueindian131,520,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:28,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",shreya7376,331,True,False
"RT @patelriship: #RemoveFixPay 
Fixed pay emplys support #DEMONETIZATION #POLICY ,But When #BJP  will #Remove #FIXED #PAY REMOVAL #DECISION…",False,0,,11/22/2016 18:28,False,,"<a href=""http://www.labnol.com"" rel=""nofollow"">newTwitBotTesting101</a>",darsh_goswami,12,True,False
"RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetization?

Or is it just PR drama? https://t.c…",False,0,,11/22/2016 18:28,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",indieanarch,147,True,False
RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,False,0,,11/22/2016 18:27,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rajkshroff,1158,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:27,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",YoungHaryana,331,True,False
Lol. When the banks themselves are involved in #blackmoney racketeering Modi says #demonetization will root out  co… https://t.co/9lhLfExMV6,False,0,,11/22/2016 18:27,True,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrtkachokra,1,False,False
"RT @BspUp2017: #Demonetization succinctly explained by Rebel Politik.
 #NoteNahiPMBadlo #<U+0938><U+0902><U+0938><U+0926>_<U+092A><U+0941><U+0915><U+093E><U+0930><U+0947>_PM_<U+092A><U+094D><U+092F><U+093E><U+0930><U+0947> #MayawatiNextUPCM #BSP @invi…",False,0,,11/22/2016 18:26,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Insaan71,53,True,False
"RT @patelriship: #RemoveFixPay 
Fixed pay emplys support #DEMONETIZATION #POLICY ,But When #BJP  will #Remove #FIXED #PAY REMOVAL #DECISION…",False,0,,11/22/2016 18:25,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",krupalhadia89,12,True,False
"RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetization?

Or is it just PR drama? https://t.c…",False,0,,11/22/2016 18:25,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",AAPGUJVolunteer,147,True,False
#demonetization in best period for two company. all our only  #patym and #patanjali,False,0,,11/22/2016 18:25,False,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",swapnilrane16,0,False,False
"RT @kanimozhi: Everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. #Demonetization.",False,0,,11/22/2016 18:24,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MayurKotiya,23,True,False
RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq,False,0,,11/22/2016 18:24,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",aniljothomas,1158,True,False
RT @coolfunnytshirt: Delhiites least affected by #demonetization &amp; long queues at ATMs. They are doing online transactions with free wi-fi…,False,0,,11/22/2016 18:23,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_ratnesh,260,True,False
"RT @abhic_1983: @SitaramYechury Continue with your rants against #demonetization 
People of Bengal has answered you. LOL Salaam. https://t.…",False,0,,11/22/2016 18:23,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",neophyte11,19,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:22,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",altaliaa,331,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:22,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jaijaicongress,331,True,False
RT @AjoyAshirwad: Will #demonetization impact food supplies next? https://t.co/w1cO08y5Le @thewire_in @PMOIndia @BJP4India @AamAadmiParty @…,False,0,,11/22/2016 18:21,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lucifer_damned,7,True,False
"This show the real motive behind the so-called survey on #demonetization.
Modi assumes all poor have smartphones! 
 https://t.co/0N33ac0ibv",False,0,,11/22/2016 18:20,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrtkachokra,0,False,False
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,False,0,,11/22/2016 18:19,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mrtkachokra,120,True,False
RT @AmanatUllah23: #YouthCongressProtest over #Demonetization issue in Delhi. (1/2) @OfficeOfRG https://t.co/6AhloTCt0s,False,0,,11/22/2016 18:19,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sanjay_lycsidhi,9,True,False
"RT @ShirishKunder: ""Minor inconvenience"" for ""major convenience"" of Vijay Mallya and friends. #demonetization https://t.co/4RMD7Fpfaw",False,0,,11/22/2016 18:19,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TTeerandaz,520,True,False
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",False,0,,11/22/2016 18:18,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Amitward148,954,True,False
"RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetization?

Or is it just PR drama? https://t.c…",False,0,,11/22/2016 18:17,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",devenddr42,147,True,False
"RT @_MiteshPatel: Do we have any reports on how much #BlackMoney is recovered by this #demonetization?

Or is it just PR drama? https://t.c…",False,0,,11/22/2016 18:17,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",naveenbebra,147,True,False
"@runjhunmehrotra he could be hopping between ATM's, Modiji Ka kripa #demonetization",False,0,runjhunmehrotra,11/22/2016 18:16,False,8.00777e+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",arunpatil36,0,False,False
"RT @Mr_LoLwa: Politicians  reaction,
If modi withdraws  #demonetization scheme Today.<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/OO0MptVdQT",False,0,,11/22/2016 18:16,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JndMahesh,36,True,False
"RT @1Patelzuber: Farmers in Surat protesting against #demonetization,as cash crunch hs crippled rural economy https://t.co/u9DFFEcYIf

 #<U+092E><U+094B>…",False,0,,11/22/2016 18:16,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Richasharma0971,26,True,False
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,False,0,,11/22/2016 18:16,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zeeshanzeshu,120,True,False
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",False,0,,11/22/2016 18:16,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yaajushi,44,True,False
"RT @DrKumarVishwas: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/ObQrhlNSL6",False,0,,11/22/2016 18:15,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",jaspree40225358,954,True,False
RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,False,0,,11/22/2016 18:15,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Drraviphysio,331,True,False
"#R3 widows are still in #Rudali mode. Why, @Swamy39 Sir?
#DeMonetization",False,0,,11/22/2016 18:13,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vikingthakkar,0,False,False
"RT @_MiteshPatel: #Demonetization is NOT blunder.

It's deliberate drama being done for PR propaganda.
Don't down play this. https://t.co/g…",False,0,,11/22/2016 18:13,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",BomIndus,127,True,False
"RT @_MiteshPatel: #Demonetization is NOT blunder.

It's deliberate drama being done for PR propaganda.
Don't down play this. https://t.co/g…",False,0,,11/22/2016 18:13,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",PrathiDey,127,True,False
"#Demonetization  
Time will tell whether it's a big though not flawless kick to push the country out of its comfort zone
@bachikarkaria",False,0,,11/22/2016 18:12,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AmiKanu,0,False,False
RT @SatyendarJain: Daily wage earner are the first sufferer of #demonetization. Others will feel the consequences of economic slowdown shor…,False,0,,11/22/2016 18:12,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BaislaVivek,48,True,False
"RT @ShirishKunder: ""Minor inconvenience"" for ""major convenience"" of Vijay Mallya and friends. #demonetization https://t.co/4RMD7Fpfaw",False,0,,11/22/2016 18:12,False,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Richasharma0971,520,True,False
"RT @_MiteshPatel: #Demonetization is NOT blunder.

It's deliberate drama being done for PR propaganda.
Don't down play this. https://t.co/g…",False,0,,11/22/2016 18:11,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",19_vikash,127,True,False
"RT @_MiteshPatel: #Demonetization is NOT blunder.

It's deliberate drama being done for PR propaganda.
Don't down play this. https://t.co/g…",False,0,,11/22/2016 18:11,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",SanjayVMor,127,True,False
